,0
490078.txt,"['doc 484945.txt is 100.00000000000003 similar', 'doc 487243.txt is 100.00000000000003 similar', 'doc 488164.txt is 100.00000000000003 similar', 'doc 486957.txt is 100.00000000000003 similar', 'doc 486611.txt is 100.00000000000003 similar', 'doc 488674.txt is 100.00000000000003 similar', 'doc 484465.txt is 100.00000000000003 similar', 'doc 489197.txt is 100.00000000000003 similar', 'doc 14589.txt is 100.00000000000003 similar', 'doc 40.txt is 100.00000000000003 similar', 'doc 486910.txt is 100.00000000000003 similar', 'doc 486905.txt is 100.00000000000003 similar', 'doc 486534.txt is 100.00000000000003 similar', 'doc 486480.txt is 100.00000000000003 similar', 'doc 14361.txt is 100.00000000000003 similar', 'doc 13552.txt is 100.00000000000003 similar', 'doc 484209.txt is 100.00000000000003 similar', 'doc 488142.txt is 100.00000000000003 similar', 'doc 486958.txt is 100.00000000000003 similar']"
490291.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
445.txt,['doc 418.txt is 99.99999999999997 similar']
489064.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
489931.txt,"['doc 490113.txt is 97.74074875215672 similar', 'doc 13934.txt is 98.58042428207169 similar', 'doc 14690.txt is 95.4754896350067 similar', 'doc 489959.txt is 96.77230747058462 similar', 'doc 489961.txt is 98.62297617134207 similar', 'doc 485975.txt is 98.70313291659167 similar', 'doc 488481.txt is 97.10334013087653 similar', 'doc 489985.txt is 98.64313027860801 similar', 'doc 14688.txt is 95.4754896350067 similar']"
486394.txt,"['doc 14737.txt is 100.0 similar', 'doc 14734.txt is 100.0 similar', 'doc 490258.txt is 92.01415037097645 similar', 'doc 13843.txt is 100.0 similar', 'doc 14740.txt is 100.0 similar', 'doc 14594.txt is 100.0 similar', 'doc 14580.txt is 100.0 similar', 'doc 13830.txt is 100.0 similar', 'doc 13834.txt is 100.0 similar', 'doc 14590.txt is 100.0 similar', 'doc 487972.txt is 100.0 similar', 'doc 487942.txt is 100.0 similar', 'doc 15092.txt is 100.0 similar', 'doc 685.txt is 100.0 similar', 'doc 487467.txt is 100.0 similar', 'doc 490322.txt is 100.0 similar']"
486380.txt,"['doc 14079.txt is 98.53593078674116 similar', 'doc 486363.txt is 99.65557561475623 similar', 'doc 487726.txt is 99.81710242241061 similar', 'doc 488205.txt is 99.89554371968437 similar', 'doc 14052.txt is 99.43575134398071 similar', 'doc 486412.txt is 99.69789940894216 similar', 'doc 15013.txt is 99.82639699432283 similar', 'doc 490339.txt is 99.73199344504829 similar', 'doc 486359.txt is 99.7530934919038 similar', 'doc 486371.txt is 99.75083776746628 similar', 'doc 14863.txt is 98.61868055599278 similar', 'doc 13881.txt is 90.50688976793631 similar', 'doc 488229.txt is 99.89259252048713 similar', 'doc 486616.txt is 99.30433928852231 similar', 'doc 486415.txt is 99.749593703577 similar', 'doc 486672.txt is 99.16749914154231 similar', 'doc 486878.txt is 99.90001878647861 similar', 'doc 370.txt is 99.83092080343037 similar', 'doc 488287.txt is 99.64677740146749 similar', 'doc 486294.txt is 97.17715248943549 similar', 'doc 15040.txt is 99.90071611131053 similar', 'doc 488031.txt is 90.15001794995294 similar', 'doc 14138.txt is 99.91055258405065 similar', 'doc 487129.txt is 99.708895964573 similar', 'doc 488153.txt is 96.25245053117806 similar', 'doc 679.txt is 99.28857543556644 similar', 'doc 645.txt is 99.13528880226906 similar', 'doc 488209.txt is 99.86591395937064 similar', 'doc 641.txt is 91.92061664262887 similar', 'doc 14077.txt is 97.04223772916112 similar', 'doc 490335.txt is 98.59090961806291 similar', 'doc 486391.txt is 99.8242616305668 similar']"
485312.txt,"['doc 484428.txt is 91.65853732268022 similar', 'doc 488993.txt is 91.41572545821683 similar', 'doc 484824.txt is 91.64110523959627 similar', 'doc 488576.txt is 91.51803226664465 similar', 'doc 485243.txt is 91.69464142813757 similar', 'doc 484835.txt is 91.02461835034471 similar', 'doc 573.txt is 91.53005281729709 similar', 'doc 485437.txt is 91.52707322858933 similar', 'doc 488675.txt is 91.47652556173131 similar', 'doc 485436.txt is 91.24435307251521 similar', 'doc 484300.txt is 91.41558242206473 similar', 'doc 628.txt is 91.26604422635869 similar', 'doc 486054.txt is 91.61177519291168 similar', 'doc 489549.txt is 91.263833455717 similar', 'doc 485602.txt is 90.26219362715955 similar', 'doc 485776.txt is 91.60420774334193 similar', 'doc 489017.txt is 90.7150301838533 similar', 'doc 486053.txt is 91.5139317302678 similar', 'doc 489516.txt is 91.71980432806257 similar', 'doc 489102.txt is 90.40883246711864 similar', 'doc 484424.txt is 91.3574189397029 similar']"
120.txt,"['doc 117.txt is 100.0 similar', 'doc 123.txt is 92.9522896831228 similar', 'doc 133.txt is 92.69083875623821 similar', 'doc 126.txt is 92.9522896831228 similar', 'doc 130.txt is 92.69083875623821 similar']"
14688.txt,"['doc 490113.txt is 95.12198965412709 similar', 'doc 13934.txt is 96.40907118979854 similar', 'doc 14690.txt is 100.0 similar', 'doc 489959.txt is 94.77282458243641 similar', 'doc 489961.txt is 96.61209136936117 similar', 'doc 485975.txt is 96.50083034275951 similar', 'doc 488481.txt is 94.99865308952603 similar', 'doc 489985.txt is 96.536853765562 similar', 'doc 489931.txt is 95.4754896350067 similar']"
14677.txt,['doc 14676.txt is 100.00000000000003 similar']
685.txt,"['doc 14737.txt is 100.0 similar', 'doc 14734.txt is 100.0 similar', 'doc 490258.txt is 92.01415037097645 similar', 'doc 13843.txt is 100.0 similar', 'doc 14740.txt is 100.0 similar', 'doc 14594.txt is 100.0 similar', 'doc 14580.txt is 100.0 similar', 'doc 13830.txt is 100.0 similar', 'doc 13834.txt is 100.0 similar', 'doc 14590.txt is 100.0 similar', 'doc 487972.txt is 100.0 similar', 'doc 487942.txt is 100.0 similar', 'doc 15092.txt is 100.0 similar', 'doc 486394.txt is 100.0 similar', 'doc 487467.txt is 100.0 similar', 'doc 490322.txt is 100.0 similar']"
485070.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
487129.txt,"['doc 487121.txt is 90.77269726898939 similar', 'doc 14079.txt is 98.7977086448131 similar', 'doc 486363.txt is 99.63000906826468 similar', 'doc 487726.txt is 99.7120586589015 similar', 'doc 303.txt is 90.77269726898939 similar', 'doc 486148.txt is 90.77269726898939 similar', 'doc 488205.txt is 99.68453432035894 similar', 'doc 14052.txt is 99.42024145681488 similar', 'doc 14668.txt is 90.77269726898939 similar', 'doc 486412.txt is 99.64084426613269 similar', 'doc 15013.txt is 99.74331288067958 similar', 'doc 490339.txt is 99.66790465464781 similar', 'doc 487127.txt is 90.77269726898939 similar', 'doc 486359.txt is 99.65938147532317 similar', 'doc 486371.txt is 99.68673686751318 similar', 'doc 14863.txt is 98.51521980395535 similar', 'doc 13881.txt is 90.29182439710974 similar', 'doc 488229.txt is 99.80537650638688 similar', 'doc 486616.txt is 99.32449799904455 similar', 'doc 486415.txt is 99.80370613415974 similar', 'doc 15001.txt is 90.77269726898939 similar', 'doc 487247.txt is 90.77269726898939 similar', 'doc 14179.txt is 90.77269726898939 similar', 'doc 486672.txt is 99.1425350864849 similar', 'doc 486878.txt is 99.72972899312916 similar', 'doc 14802.txt is 90.77269726898939 similar', 'doc 370.txt is 99.71886351045654 similar', 'doc 488287.txt is 99.66506606236365 similar', 'doc 490147.txt is 90.77269726898939 similar', 'doc 487200.txt is 90.77269726898939 similar', 'doc 490146.txt is 90.77269726898939 similar', 'doc 14616.txt is 90.77269726898939 similar', 'doc 15051.txt is 90.77269726898939 similar', 'doc 486294.txt is 97.46606098855884 similar', 'doc 15040.txt is 99.74646368877255 similar', 'doc 488031.txt is 90.15923389472906 similar', 'doc 14138.txt is 99.73053000332098 similar', 'doc 135.txt is 90.77269726898939 similar', 'doc 490291.txt is 90.77269726898939 similar', 'doc 486380.txt is 99.708895964573 similar', 'doc 486962.txt is 90.77269726898939 similar', 'doc 13708.txt is 90.77269726898939 similar', 'doc 490292.txt is 90.77269726898939 similar', 'doc 452.txt is 90.77269726898939 similar', 'doc 488153.txt is 97.08807827637857 similar', 'doc 679.txt is 99.31476821468685 similar', 'doc 645.txt is 99.22252026296489 similar', 'doc 488209.txt is 99.71918172743229 similar', 'doc 641.txt is 91.68345778884041 similar', 'doc 324.txt is 90.77269726898939 similar', 'doc 14077.txt is 97.1381810544198 similar', 'doc 490335.txt is 98.30919534631951 similar', 'doc 486391.txt is 99.67141868805062 similar', 'doc 487925.txt is 90.77269726898939 similar']"
486962.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
484813.txt,"['doc 485533.txt is 98.76814111856989 similar', 'doc 13565.txt is 100.0 similar', 'doc 484810.txt is 100.0 similar', 'doc 484806.txt is 100.0 similar']"
13708.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 490292.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
487467.txt,"['doc 14737.txt is 100.0 similar', 'doc 14734.txt is 100.0 similar', 'doc 490258.txt is 92.01415037097645 similar', 'doc 13843.txt is 100.0 similar', 'doc 14740.txt is 100.0 similar', 'doc 14594.txt is 100.0 similar', 'doc 14580.txt is 100.0 similar', 'doc 13830.txt is 100.0 similar', 'doc 13834.txt is 100.0 similar', 'doc 14590.txt is 100.0 similar', 'doc 487972.txt is 100.0 similar', 'doc 487942.txt is 100.0 similar', 'doc 15092.txt is 100.0 similar', 'doc 486394.txt is 100.0 similar', 'doc 685.txt is 100.0 similar', 'doc 490322.txt is 100.0 similar']"
14891.txt,"['doc 13884.txt is 90.03583037311941 similar', 'doc 14641.txt is 95.97709368066928 similar', 'doc 14724.txt is 90.9898162659397 similar', 'doc 14055.txt is 92.70228277571798 similar', 'doc 367.txt is 91.73839834066943 similar', 'doc 73.txt is 90.28133499025684 similar']"
489270.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489066.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
489516.txt,"['doc 484428.txt is 99.89476150412916 similar', 'doc 488993.txt is 99.38168117577574 similar', 'doc 484824.txt is 99.8664268176366 similar', 'doc 488576.txt is 99.72502408922055 similar', 'doc 485243.txt is 99.83803940920747 similar', 'doc 484835.txt is 98.95072795640445 similar', 'doc 573.txt is 99.85852869203971 similar', 'doc 485437.txt is 99.86592892234454 similar', 'doc 488675.txt is 99.54739766852067 similar', 'doc 485436.txt is 98.68811447837373 similar', 'doc 488676.txt is 97.44155872724211 similar', 'doc 484300.txt is 99.47525998287617 similar', 'doc 628.txt is 99.3929549767758 similar', 'doc 486054.txt is 99.76947203395711 similar', 'doc 489549.txt is 99.34884792764343 similar', 'doc 485602.txt is 97.6535589575491 similar', 'doc 485776.txt is 99.86327887458486 similar', 'doc 485375.txt is 91.5644775761781 similar', 'doc 489017.txt is 98.71762554808772 similar', 'doc 484718.txt is 93.20983527142594 similar', 'doc 486053.txt is 99.4826490566484 similar', 'doc 486084.txt is 90.52708615578057 similar', 'doc 485312.txt is 91.71980432806257 similar', 'doc 489102.txt is 98.3178604089019 similar', 'doc 484424.txt is 99.55000756513653 similar']"
490292.txt,"['doc 487121.txt is 100.00000000000003 similar', 'doc 14079.txt is 92.19299319879 similar', 'doc 486363.txt is 90.1897858019969 similar', 'doc 303.txt is 100.00000000000003 similar', 'doc 486148.txt is 100.00000000000003 similar', 'doc 14052.txt is 90.74602375068197 similar', 'doc 14668.txt is 100.00000000000003 similar', 'doc 300.txt is 93.71944258789522 similar', 'doc 490339.txt is 90.521730171179 similar', 'doc 487127.txt is 100.00000000000003 similar', 'doc 486359.txt is 90.27307419683603 similar', 'doc 486371.txt is 90.53883421783706 similar', 'doc 15001.txt is 100.00000000000003 similar', 'doc 487247.txt is 100.00000000000003 similar', 'doc 14179.txt is 100.00000000000003 similar', 'doc 486672.txt is 91.36501412291962 similar', 'doc 14802.txt is 100.00000000000003 similar', 'doc 370.txt is 90.211852834664 similar', 'doc 490147.txt is 100.00000000000003 similar', 'doc 487200.txt is 100.00000000000003 similar', 'doc 490146.txt is 100.00000000000003 similar', 'doc 14616.txt is 100.00000000000003 similar', 'doc 15051.txt is 100.00000000000003 similar', 'doc 135.txt is 100.00000000000003 similar', 'doc 490291.txt is 100.00000000000003 similar', 'doc 487129.txt is 90.77269726898939 similar', 'doc 486962.txt is 100.00000000000003 similar', 'doc 13708.txt is 100.00000000000003 similar', 'doc 452.txt is 100.00000000000003 similar', 'doc 645.txt is 90.4421512047494 similar', 'doc 324.txt is 100.00000000000003 similar', 'doc 14129.txt is 92.68830759857262 similar', 'doc 486391.txt is 90.52492173404578 similar', 'doc 487925.txt is 100.00000000000003 similar']"
489066.txt,"['doc 484428.txt is 90.21100707756683 similar', 'doc 490111.txt is 100.0 similar', 'doc 489290.txt is 100.0 similar', 'doc 488763.txt is 100.0 similar', 'doc 488993.txt is 91.82810146439347 similar', 'doc 485245.txt is 93.2206283644227 similar', 'doc 484577.txt is 100.0 similar', 'doc 489330.txt is 100.0 similar', 'doc 485734.txt is 100.0 similar', 'doc 485052.txt is 100.0 similar', 'doc 488576.txt is 90.25501962719179 similar', 'doc 485708.txt is 100.0 similar', 'doc 489718.txt is 100.0 similar', 'doc 489731.txt is 100.0 similar', 'doc 484405.txt is 100.0 similar', 'doc 489914.txt is 100.0 similar', 'doc 485478.txt is 90.09830467144482 similar', 'doc 484835.txt is 92.36602178563024 similar', 'doc 485999.txt is 91.11628854714674 similar', 'doc 489231.txt is 100.0 similar', 'doc 488675.txt is 91.66745132603504 similar', 'doc 485436.txt is 90.87618704537185 similar', 'doc 484933.txt is 100.0 similar', 'doc 486063.txt is 100.0 similar', 'doc 489608.txt is 95.99189742199115 similar', 'doc 485742.txt is 100.0 similar', 'doc 485024.txt is 100.0 similar', 'doc 486049.txt is 100.0 similar', 'doc 488676.txt is 90.24069721311729 similar', 'doc 489742.txt is 90.01377257132606 similar', 'doc 488475.txt is 100.0 similar', 'doc 489757.txt is 100.0 similar', 'doc 485569.txt is 91.9782189613227 similar', 'doc 489838.txt is 100.0 similar', 'doc 489790.txt is 93.69882240088381 similar', 'doc 489578.txt is 100.0 similar', 'doc 485008.txt is 100.0 similar', 'doc 489815.txt is 100.0 similar', 'doc 484300.txt is 91.02282237508557 similar', 'doc 485546.txt is 100.0 similar', 'doc 628.txt is 91.5943047096396 similar', 'doc 489209.txt is 100.0 similar', 'doc 485023.txt is 100.0 similar', 'doc 489827.txt is 100.0 similar', 'doc 489199.txt is 100.0 similar', 'doc 485760.txt is 100.0 similar', 'doc 484523.txt is 90.20643284691539 similar', 'doc 486054.txt is 91.9412791815416 similar', 'doc 485772.txt is 100.0 similar', 'doc 488726.txt is 100.0 similar', 'doc 488719.txt is 100.0 similar', 'doc 489017.txt is 92.24571421480937 similar', 'doc 486053.txt is 92.86254603510329 similar', 'doc 485214.txt is 100.0 similar', 'doc 489176.txt is 100.0 similar', 'doc 488526.txt is 90.09830467144482 similar', 'doc 489064.txt is 100.0 similar', 'doc 485070.txt is 100.0 similar', 'doc 489270.txt is 100.0 similar', 'doc 485715.txt is 100.0 similar', 'doc 485088.txt is 100.0 similar', 'doc 484369.txt is 90.09830467144482 similar', 'doc 489895.txt is 100.0 similar', 'doc 484427.txt is 100.0 similar', 'doc 485102.txt is 100.0 similar', 'doc 489102.txt is 90.49339049553812 similar', 'doc 484424.txt is 90.09662287612012 similar', 'doc 489539.txt is 100.0 similar']"
